interactorBAltId,score,biologicalRole,interactionEvidenceEntries,gene
LY96,0.37,"A: unspecified role, B: unspecified role",1,MLH1
Q8CZY2,0.37,"A: unspecified role, B: unspecified role",1,MLH1
LEF1,0.37,"A: unspecified role, B: unspecified role",1,MLH1
DDX47,0.37,"A: unspecified role, B: unspecified role",2,MLH1
EEF2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
RPS2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
CLIC1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
CEP126,0.37,"A: unspecified role, B: unspecified role",1,MLH1
VAMP8,0.37,"A: unspecified role, B: unspecified role",2,MLH1
MYOG,0.37,"A: unspecified role, B: unspecified role",1,MLH1
SLC25A23,0.37,"A: unspecified role, B: unspecified role",2,MLH1
AGR2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
RPS5,0.37,"A: unspecified role, B: unspecified role",2,MLH1
FLNC,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ZBED1,0.37,"A: unspecified role, B: unspecified role",1,MLH1
IGKC,0.37,"A: unspecified role, B: unspecified role",2,MLH1
CTSV,0.37,"A: unspecified role, B: unspecified role",1,MLH1
TRIM23,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ANXA6,0.37,"A: unspecified role, B: unspecified role",2,MLH1
RAPGEFL1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
XPA,0.37,"A: unspecified role, B: unspecified role",1,MLH1
ALDOA,0.37,"A: unspecified role, B: unspecified role",2,MLH1
NDUFS8,0.37,"A: unspecified role, B: unspecified role",2,MLH1
GSTP1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
STAP2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
EEF1G,0.37,"A: unspecified role, B: unspecified role",2,MLH1
PTPRH,0.37,"A: unspecified role, B: unspecified role",2,MLH1
EXO1,0.37,"A: unspecified role, B: unspecified role",1,MLH1
TPRG1L,0.37,"A: unspecified role, B: unspecified role",2,MLH1
IL20RA,0.37,"A: unspecified role, B: unspecified role",2,MLH1
CKB,0.37,"A: unspecified role, B: unspecified role",2,MLH1
SELENBP1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ELP6,0.37,"A: unspecified role, B: unspecified role",2,MLH1
CAPN5,0.37,"A: unspecified role, B: unspecified role",2,MLH1
P06827,0.37,"A: unspecified role, B: unspecified role",1,MLH1
NDFIP2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
COPA,0.37,"A: unspecified role, B: unspecified role",2,MLH1
RPS16,0.37,"A: unspecified role, B: unspecified role",2,MLH1
NCF4,0.37,"A: unspecified role, B: unspecified role",2,MLH1
AIFM1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
PTGDS,0.37,"A: unspecified role, B: unspecified role",2,MLH1
BAAT,0.37,"A: unspecified role, B: unspecified role",1,MLH1
MSH3,0.37,"A: unspecified role, B: unspecified role",1,MLH1
SQSTM1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
SEC61A1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
MYL6,0.37,"A: unspecified role, B: unspecified role",2,MLH1
Q6PYX1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ABCC3,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ACO2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
NDRG1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
CAB39L,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ALDOB,0.37,"A: unspecified role, B: unspecified role",1,MLH1
KPNA2,0.37,"A: unspecified role, B: unspecified role",1,MLH1
NT5C3B,0.37,"A: unspecified role, B: unspecified role",3,MLH1
CCDC180,0.37,"A: unspecified role, B: unspecified role",1,MLH1
RRBP1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
MAP2K6,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ZER1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
TXN2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
TRMO,0.37,"A: unspecified role, B: unspecified role",1,MLH1
ABHD16A,0.37,"A: unspecified role, B: unspecified role",2,MLH1
APRT,0.37,"A: unspecified role, B: unspecified role",2,MLH1
TLE5,0.37,"A: unspecified role, B: unspecified role",1,MLH1
CKAP4,0.37,"A: unspecified role, B: unspecified role",2,MLH1
FRAT2,0.37,"A: unspecified role, B: unspecified role",1,MLH1
HSD17B3,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ACTG2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
PSMA1,0.37,"A: unspecified role, B: unspecified role",1,MLH1
ASS1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
PPP2CB,0.37,"A: unspecified role, B: unspecified role",1,MLH1
EXOC3,0.37,"A: unspecified role, B: unspecified role",2,MLH1
FBXO32,0.37,"A: unspecified role, B: unspecified role",2,MLH1
TRIM29,0.37,"A: unspecified role, B: unspecified role",1,MLH1
CEP76,0.37,"A: unspecified role, B: unspecified role",1,MLH1
ARAF,0.37,"A: unspecified role, B: unspecified role",2,MLH1
GABARAP,0.37,"A: unspecified role, B: unspecified role",2,MLH1
Q5NEL7,0.37,"A: unspecified role, B: unspecified role",1,MLH1
ATF2,0.37,"A: unspecified role, B: unspecified role",1,MLH1
SMAD1,0.37,"A: unspecified role, B: unspecified role",1,MLH1
NONO,0.37,"A: unspecified role, B: unspecified role",2,MLH1
SERPINF1,0.37,"A: unspecified role, B: unspecified role",2,MLH1
LGALS4,0.37,"A: unspecified role, B: unspecified role",2,MLH1
TAGLN,0.37,"A: unspecified role, B: unspecified role",1,MLH1
PARVA,0.37,"A: unspecified role, B: unspecified role",2,MLH1
PLPP2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
MUC2,0.37,"A: unspecified role, B: unspecified role",2,MLH1
ELMO2,0.35,"A: unspecified role, B: unspecified role",1,MLH1
NANP,0.35,"A: unspecified role, B: unspecified role",1,MLH1
PMS2,0.35,"A: unspecified role, B: unspecified role",1,MLH1
CTTN,0.35,"A: unspecified role, B: unspecified role",1,MLH1
ENG,0.35,"A: unspecified role, B: unspecified role",1,MLH1
FAN1,0.35,"A: unspecified role, B: unspecified role",1,MLH1
SNW1,0.35,"A: unspecified role, B: unspecified role",1,MLH1
HMGB1,0.35,"A: unspecified role, B: unspecified role",1,MLH1
MAPT,0.35,"A: unspecified role, B: unspecified role",1,MLH1
SPTBN2,0.35,"A: unspecified role, B: unspecified role",1,MLH1
FAN1,0.35,"A: unspecified role, B: unspecified role",1,MLH1
FKBP8,0.35,"A: unspecified role, B: unspecified role",1,MLH1
INO80,0.35,"A: unspecified role, B: unspecified role",1,MLH1
HDLBP,0.35,"A: unspecified role, B: unspecified role",1,MLH1
PLXNA3,0.35,"A: unspecified role, B: unspecified role",1,MLH1
PMS1,0.35,"A: unspecified role, B: unspecified role",1,MLH1
ESR1,0.35,"A: unspecified role, B: unspecified role",1,MLH1
P0DOF2,0.35,"A: unspecified role, B: unspecified role",1,MLH1
CAPZA2,0.35,"A: unspecified role, B: unspecified role",1,MLH1
LYST,0.35,"A: unspecified role, B: unspecified role",1,MLH1
PSMD6,0.35,"A: unspecified role, B: unspecified role",1,MLH1
FAM83B,0.35,"A: unspecified role, B: unspecified role",1,MLH1
SLC25A1,0.35,"A: unspecified role, B: unspecified role",1,MLH1
MSH2,0.27,"A: unspecified role, B: unspecified role",1,MLH1
CASP3,0.27,"A: unspecified role, B: unspecified role",1,MLH1
MSH2,0.89,"A: unspecified role, B: unspecified role",12,MSH3
MLH1,0.74,"A: unspecified role, B: unspecified role",5,MSH3
PCNA,0.72,"A: unspecified role, B: unspecified role",6,MSH3
MCM9,0.46,"A: unspecified role, B: unspecified role",2,MSH3
CTAGE1,0.4,"A: unspecified role, B: unspecified role",1,MSH3
H2BC9,0.4,"A: unspecified role, B: unspecified role",1,MSH3
RCHY1,0.37,"A: unspecified role, B: unspecified role",1,MSH3
MLH1,0.37,"A: unspecified role, B: unspecified role",1,MSH3
O84008,0.35,"A: unspecified role, B: unspecified role",1,MSH3
MYC,0.35,"A: unspecified role, B: unspecified role",1,MSH3
LMO2,0.35,"A: unspecified role, B: unspecified role",1,MSH3
ZSCAN26,0.35,"A: unspecified role, B: unspecified role",1,MSH3
SLX4,0.35,"A: unspecified role, B: unspecified role",1,MSH3
IKBKG,0.35,"A: unspecified role, B: unspecified role",1,MSH3
APLF,0.35,"A: unspecified role, B: unspecified role",1,MSH3
CDC42,0.35,"A: unspecified role, B: unspecified role",1,MSH3
P04296,0.35,"A: unspecified role, B: unspecified role",1,MSH3
FOXA1,0.35,"A: unspecified role, B: unspecified role",1,MSH3
SLC39A9,0.35,"A: unspecified role, B: unspecified role",1,MSH3
H3C11,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C3,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C12,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C2,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C4,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C8,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C1,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C7,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C10,0.27,"A: unspecified role, B: unspecified role",1,MSH3
H3C6,0.27,"A: unspecified role, B: unspecified role",1,MSH3
FOXC1,0.7,"A: unspecified role, B: unspecified role",5,PBX1
PKNOX1,0.69,"A: unspecified role, B: unspecified role",10,PBX1
MEIS2,0.68,"A: unspecified role, B: unspecified role",9,PBX1
HOXC8,0.56,"A: unspecified role, B: unspecified role",3,PBX1
CDCA7L,0.56,"A: unspecified role, B: unspecified role",3,PBX1
BRMS1L,0.56,"A: unspecified role, B: unspecified role",3,PBX1
HOXC5,0.56,"A: unspecified role, B: unspecified role",3,PBX1
HOXB5,0.56,"A: unspecified role, B: unspecified role",3,PBX1
PIN1,0.56,"A: unspecified role, B: unspecified role",3,PBX1
EFHC1,0.56,"A: unspecified role, B: unspecified role",3,PBX1
FAM90A1,0.56,"A: unspecified role, B: unspecified role",3,PBX1
MEIS1,0.55,"A: unspecified role, B: unspecified role",3,PBX1
TLX1,0.51,"A: unspecified role, B: unspecified role",2,PBX1
HOXB1,0.44,"A: unspecified role, B: unspecified role",1,PBX1
MEIS2,0.4,"A: unspecified role, B: unspecified role",1,PBX1
MEIS2,0.37,"A: unspecified role, B: unspecified role",1,PBX1
TLX1,0.37,"A: unspecified role, B: unspecified role",1,PBX1
PKNOX2,0.37,"A: unspecified role, B: unspecified role",2,PBX1
PKNOX1,0.37,"A: unspecified role, B: unspecified role",2,PBX1
PKNOX1,0.37,"A: unspecified role, B: unspecified role",2,PBX1
PBX2,0.36,"A: unspecified role, B: unspecified role",1,PBX1
MAB21L2,0.35,"A: unspecified role, B: unspecified role",1,PBX1
CCDC120,0.35,"A: unspecified role, B: unspecified role",1,PBX1
VWA5A,0.35,"A: unspecified role, B: unspecified role",1,PBX1
FOXA1,0.35,"A: unspecified role, B: unspecified role",2,PBX1
DNAAF8,0.35,"A: unspecified role, B: unspecified role",1,PBX1
PKNOX1,0.35,"A: unspecified role, B: unspecified role",1,PBX1
C5orf24,0.35,"A: unspecified role, B: unspecified role",1,PBX1
RBPJ,0.35,"A: unspecified role, B: unspecified role",1,PBX1
MEIS2,0.35,"A: unspecified role, B: unspecified role",1,PBX1
FOXQ1,0.35,"A: unspecified role, B: unspecified role",1,PBX1
LMX1B,0.35,"A: unspecified role, B: unspecified role",1,PBX1
FAM222A,0.35,"A: unspecified role, B: unspecified role",1,PBX1
MAB21L1,0.35,"A: unspecified role, B: unspecified role",1,PBX1
MAGEA1,0.35,"A: unspecified role, B: unspecified role",1,PBX1
FOXE1,0.35,"A: unspecified role, B: unspecified role",1,PBX1
SP7,0.27,"A: unspecified role, B: unspecified role",1,PBX1
MLH1,0.72,"A: competitor, B: unspecified role",1,PMS1
MLH1,0.72,"A: unspecified role, B: unspecified role",4,PMS1
DYNLT3,0.56,"A: unspecified role, B: unspecified role",3,PMS1
MCM9,0.46,"A: unspecified role, B: unspecified role",3,PMS1
Q83D60,0.37,"A: unspecified role, B: unspecified role",1,PMS1
FAN1,0.35,"A: unspecified role, B: unspecified role",1,PMS1
FRMD6,0.35,"A: unspecified role, B: unspecified role",1,PMS1
AHNAK,0.35,"A: unspecified role, B: unspecified role",1,PMS1
BBS7,0.35,"A: unspecified role, B: unspecified role",1,PMS1
PYGB,0.35,"A: unspecified role, B: unspecified role",1,PMS1
MLH1,0.35,"A: unspecified role, B: unspecified role",1,PMS1
H1-3,0.35,"A: unspecified role, B: unspecified role",1,PMS1
FAN1,0.35,"A: unspecified role, B: unspecified role",1,PMS1
FSCN1,0.35,"A: unspecified role, B: unspecified role",2,PMS1
BRIP1,0.35,"A: unspecified role, B: unspecified role",1,PMS1
PAG1,0.35,"A: unspecified role, B: unspecified role",1,PMS1
HRAS,0.35,"A: unspecified role, B: unspecified role",1,PMS1
PTTG1,0.35,"A: unspecified role, B: unspecified role",1,PMS1
CEP170P1,0.35,"A: unspecified role, B: unspecified role",1,PMS1
SNX21,0.35,"A: unspecified role, B: unspecified role",1,PMS1
GNG5,0.35,"A: unspecified role, B: unspecified role",1,PMS1
PSMC3,0.35,"A: unspecified role, B: unspecified role",1,PMS1
VAMP3,0.35,"A: unspecified role, B: unspecified role",1,PMS1
TCTE1,0.27,"A: unspecified role, B: unspecified role",2,PMS1
MLH1,0.96,"A: unspecified role, B: unspecified role",22,PMS2
BRIP1,0.69,"A: unspecified role, B: unspecified role",5,PMS2
MEOX2,0.56,"A: unspecified role, B: unspecified role",3,PMS2
FSCN1,0.53,"A: unspecified role, B: unspecified role",6,PMS2
TP73,0.5,"A: unspecified role, B: unspecified role",3,PMS2
NPM1,0.4,"A: unspecified role, B: unspecified role",1,PMS2
CCDC180,0.37,"A: unspecified role, B: unspecified role",1,PMS2
XPA,0.37,"A: unspecified role, B: unspecified role",1,PMS2
SFRP4,0.37,"A: unspecified role, B: unspecified role",1,PMS2
GALNT12,0.37,"A: unspecified role, B: unspecified role",1,PMS2
ZNF189,0.37,"A: unspecified role, B: unspecified role",1,PMS2
TRMO,0.37,"A: unspecified role, B: unspecified role",1,PMS2
RASA1,0.37,"A: unspecified role, B: unspecified role",1,PMS2
FANCC,0.37,"A: unspecified role, B: unspecified role",1,PMS2
AKT1,0.37,"A: unspecified role, B: unspecified role",1,PMS2
ANP32B,0.37,"A: unspecified role, B: unspecified role",1,PMS2
PPP2CB,0.37,"A: unspecified role, B: unspecified role",1,PMS2
PARD6A,0.35,"A: unspecified role, B: unspecified role",1,PMS2
FAN1,0.35,"A: unspecified role, B: unspecified role",1,PMS2
FYN,0.35,"A: unspecified role, B: unspecified role",1,PMS2
XRCC3,0.35,"A: unspecified role, B: unspecified role",1,PMS2
FAN1,0.35,"A: unspecified role, B: unspecified role",1,PMS2
FAN1,0.35,"A: unspecified role, B: unspecified role",1,PMS2
CTR9,0.35,"A: unspecified role, B: unspecified role",1,PMS2
MLH1,0.35,"A: unspecified role, B: unspecified role",1,PMS2
POLR1H,0.35,"A: unspecified role, B: unspecified role",1,PMS2
ABCA2,0.35,"A: unspecified role, B: unspecified role",1,PMS2
P0DOF2,0.35,"A: unspecified role, B: unspecified role",1,PMS2
FRMD6,0.35,"A: unspecified role, B: unspecified role",1,PMS2
H2BC10,0.27,"A: unspecified role, B: unspecified role",1,PMS2
H2BC8,0.27,"A: unspecified role, B: unspecified role",1,PMS2
H2BC4,0.27,"A: unspecified role, B: unspecified role",1,PMS2
H2BC7,0.27,"A: unspecified role, B: unspecified role",1,PMS2
H2BC6,0.27,"A: unspecified role, B: unspecified role",1,PMS2
RRM2B,0.67,"A: unspecified role, B: unspecified role",6,RRM2B
ORC4,0.6,"A: unspecified role, B: unspecified role",4,RRM2B
RNF41,0.56,"A: unspecified role, B: unspecified role",3,RRM2B
ATM,0.5,"A: unspecified role, B: unspecified role",3,RRM2B
ATM,0.44,"A: enzyme target, B: enzyme",1,RRM2B
MDM2,0.4,"A: unspecified role, B: unspecified role",2,RRM2B
TP53,0.4,"A: unspecified role, B: unspecified role",1,RRM2B
MDM2,0.4,"A: unspecified role, B: unspecified role",2,RRM2B
ATRIP,0.4,"A: unspecified role, B: unspecified role",1,RRM2B
RAD50,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
RRM2,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
MRE11,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
NBN,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
SPAG9,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
FZR1,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
EPHA1,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
TPM2,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
RRM1,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
INPPL1,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
TMOD2,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
FGFR2,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
TP53,0.35,"A: unspecified role, B: unspecified role",1,RRM2B
MET,0.27,"A: unspecified role, B: unspecified role",1,RRM2B
UPK1B,0.56,"A: unspecified role, B: unspecified role",3,SYT9
TMBIM6,0.56,"A: unspecified role, B: unspecified role",3,SYT9
TMEM50A,0.56,"A: unspecified role, B: unspecified role",3,SYT9
TCERG1,0.64,"A: unspecified role, B: unspecified role",8,TCERG1
HTT,0.55,"A: unspecified role, B: unspecified role",9,TCERG1
BARD1,0.51,"A: unspecified role, B: unspecified role",2,TCERG1
LMCD1,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
WBP4,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
NR1I2,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
JUNB,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
NOL8,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
DHRS2,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
OSBPL8,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
WWOX,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
BUB1B,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
SF3A2,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
ARID5B,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
THRAP3,0.4,"A: unspecified role, B: unspecified role",1,TCERG1
A0A6L7HA16,0.37,"A: unspecified role, B: unspecified role",1,TCERG1
LUC7L,0.37,"A: unspecified role, B: unspecified role",1,TCERG1
GRB2,0.37,"A: unspecified role, B: unspecified role",1,TCERG1
SETDB1,0.37,"A: unspecified role, B: unspecified role",1,TCERG1
PIAS4,0.37,"A: unspecified role, B: unspecified role",1,TCERG1
CHD3,0.37,"A: unspecified role, B: unspecified role",1,TCERG1
VCAM1,0.35,"A: unspecified role, B: unspecified role",3,TCERG1
FOXG1,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
JUN,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
GRK4,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
RAF1,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
ZNG1A,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
MAPT,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
ESR1,0.35,"A: unspecified role, B: unspecified role",2,TCERG1
FOXJ2,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
P0DOF2,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
LRRK2,0.35,"A: unspecified role, B: unspecified role",2,TCERG1
B4URF7,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
Q1K9H5,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
E2F3,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
FGD2,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
ZNG1B,0.35,"A: unspecified role, B: unspecified role",1,TCERG1
SP7,0.27,"A: unspecified role, B: unspecified role",1,TCERG1
TSHR,0.37,"A: unspecified role, B: unspecified role",1,TMEM119
