interactorBAltId,score,biologicalRole,interactionEvidenceEntries,gene
FHL3,0.56,"A: unspecified role, B: unspecified role",9,HTT
KLK8,0.56,"A: unspecified role, B: unspecified role",3,HTT
DDX21,0.56,"A: unspecified role, B: unspecified role",3,HTT
KCTD17,0.56,"A: unspecified role, B: unspecified role",3,HTT
RPS3,0.56,"A: unspecified role, B: unspecified role",3,HTT
SUMF2,0.56,"A: unspecified role, B: unspecified role",6,HTT
RCN1,0.56,"A: unspecified role, B: unspecified role",3,HTT
MNDA,0.56,"A: unspecified role, B: unspecified role",18,HTT
CRYBA2,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF557,0.56,"A: unspecified role, B: unspecified role",12,HTT
NCF1,0.56,"A: unspecified role, B: unspecified role",6,HTT
C1orf94,0.56,"A: unspecified role, B: unspecified role",3,HTT
SUMO3,0.56,"A: unspecified role, B: unspecified role",9,HTT
MAZ,0.56,"A: unspecified role, B: unspecified role",3,HTT
DAXX,0.56,"A: unspecified role, B: unspecified role",15,HTT
ING5,0.56,"A: unspecified role, B: unspecified role",18,HTT
C20orf141,0.56,"A: unspecified role, B: unspecified role",6,HTT
DNTTIP1,0.56,"A: unspecified role, B: unspecified role",15,HTT
PLXNA4,0.56,"A: unspecified role, B: unspecified role",3,HTT
BIRC5,0.56,"A: unspecified role, B: unspecified role",15,HTT
ZNF436,0.56,"A: unspecified role, B: unspecified role",15,HTT
L3MBTL3,0.56,"A: unspecified role, B: unspecified role",3,HTT
DCLRE1B,0.56,"A: unspecified role, B: unspecified role",9,HTT
PLA2G1B,0.56,"A: unspecified role, B: unspecified role",3,HTT
KLHL12,0.56,"A: unspecified role, B: unspecified role",3,HTT
AGK,0.56,"A: unspecified role, B: unspecified role",3,HTT
RASSF1,0.56,"A: unspecified role, B: unspecified role",3,HTT
STN1,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNG1C,0.56,"A: unspecified role, B: unspecified role",6,HTT
EYA3,0.56,"A: unspecified role, B: unspecified role",6,HTT
H4C2,0.56,"A: unspecified role, B: unspecified role",3,HTT
ARHGAP29,0.56,"A: unspecified role, B: unspecified role",3,HTT
MSX2,0.56,"A: unspecified role, B: unspecified role",12,HTT
ABHD17C,0.56,"A: unspecified role, B: unspecified role",21,HTT
ENTPD2,0.56,"A: unspecified role, B: unspecified role",3,HTT
CKM,0.56,"A: unspecified role, B: unspecified role",3,HTT
ATP6V1H,0.56,"A: unspecified role, B: unspecified role",3,HTT
PARK7,0.56,"A: unspecified role, B: unspecified role",6,HTT
ZNF641,0.56,"A: unspecified role, B: unspecified role",18,HTT
TUBB,0.56,"A: unspecified role, B: unspecified role",9,HTT
ZNF572,0.56,"A: unspecified role, B: unspecified role",9,HTT
LRRC45,0.56,"A: unspecified role, B: unspecified role",3,HTT
PPP6R2,0.56,"A: unspecified role, B: unspecified role",3,HTT
PCSK4,0.56,"A: unspecified role, B: unspecified role",3,HTT
SNW1,0.56,"A: unspecified role, B: unspecified role",12,HTT
RIPPLY2,0.56,"A: unspecified role, B: unspecified role",6,HTT
C22orf39,0.56,"A: unspecified role, B: unspecified role",3,HTT
ANKRD13D,0.56,"A: unspecified role, B: unspecified role",9,HTT
SEC23B,0.56,"A: unspecified role, B: unspecified role",3,HTT
EIF4A2,0.56,"A: unspecified role, B: unspecified role",3,HTT
MSH5,0.56,"A: unspecified role, B: unspecified role",3,HTT
Q7L8T7,0.56,"A: unspecified role, B: unspecified role",6,HTT
ENKUR,0.56,"A: unspecified role, B: unspecified role",6,HTT
DNAJB6,0.56,"A: unspecified role, B: unspecified role",3,HTT
ATP5F1A,0.56,"A: unspecified role, B: unspecified role",3,HTT
CRELD2,0.56,"A: unspecified role, B: unspecified role",6,HTT
PAQR7,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF2,0.56,"A: unspecified role, B: unspecified role",3,HTT
FANK1,0.56,"A: unspecified role, B: unspecified role",3,HTT
IMPA1,0.56,"A: unspecified role, B: unspecified role",6,HTT
SMURF1,0.56,"A: unspecified role, B: unspecified role",6,HTT
PPA2,0.56,"A: unspecified role, B: unspecified role",3,HTT
GPC3,0.56,"A: unspecified role, B: unspecified role",3,HTT
NUFIP2,0.56,"A: unspecified role, B: unspecified role",6,HTT
ZHX1,0.56,"A: unspecified role, B: unspecified role",6,HTT
F8A3,0.56,"A: unspecified role, B: unspecified role",3,HTT
CCNE2,0.56,"A: unspecified role, B: unspecified role",6,HTT
LHX8,0.56,"A: unspecified role, B: unspecified role",12,HTT
FEZ2,0.56,"A: unspecified role, B: unspecified role",18,HTT
MKNK1,0.56,"A: unspecified role, B: unspecified role",18,HTT
ZFP2,0.56,"A: unspecified role, B: unspecified role",12,HTT
NEFL,0.56,"A: unspecified role, B: unspecified role",9,HTT
H4C15,0.56,"A: unspecified role, B: unspecified role",3,HTT
PACS1,0.56,"A: unspecified role, B: unspecified role",18,HTT
AFG3L2,0.56,"A: unspecified role, B: unspecified role",3,HTT
SGSM1,0.56,"A: unspecified role, B: unspecified role",12,HTT
SLC44A5,0.56,"A: unspecified role, B: unspecified role",3,HTT
CEP63,0.56,"A: unspecified role, B: unspecified role",12,HTT
TMEM239,0.56,"A: unspecified role, B: unspecified role",3,HTT
CTBP2,0.56,"A: unspecified role, B: unspecified role",3,HTT
SPATA22,0.56,"A: unspecified role, B: unspecified role",9,HTT
TLE5,0.56,"A: unspecified role, B: unspecified role",3,HTT
TBR1,0.56,"A: unspecified role, B: unspecified role",12,HTT
GFOD1,0.56,"A: unspecified role, B: unspecified role",9,HTT
LCA5L,0.56,"A: unspecified role, B: unspecified role",18,HTT
RAPGEF4,0.56,"A: unspecified role, B: unspecified role",3,HTT
SPAG8,0.56,"A: unspecified role, B: unspecified role",18,HTT
MSRB2,0.56,"A: unspecified role, B: unspecified role",12,HTT
TBX22,0.56,"A: unspecified role, B: unspecified role",12,HTT
FAM78A,0.56,"A: unspecified role, B: unspecified role",3,HTT
ASB3,0.56,"A: unspecified role, B: unspecified role",6,HTT
SECISBP2,0.56,"A: unspecified role, B: unspecified role",3,HTT
SH3GLB2,0.56,"A: unspecified role, B: unspecified role",3,HTT
GAB2,0.56,"A: unspecified role, B: unspecified role",3,HTT
FKBP2,0.56,"A: unspecified role, B: unspecified role",6,HTT
Q8N779,0.56,"A: unspecified role, B: unspecified role",15,HTT
NR2C2AP,0.56,"A: unspecified role, B: unspecified role",3,HTT
RAB5B,0.56,"A: unspecified role, B: unspecified role",3,HTT
TNFSF15,0.56,"A: unspecified role, B: unspecified role",3,HTT
BPESC1,0.56,"A: unspecified role, B: unspecified role",15,HTT
ZCCHC12,0.56,"A: unspecified role, B: unspecified role",3,HTT
DEUP1,0.56,"A: unspecified role, B: unspecified role",15,HTT
SLC25A3,0.56,"A: unspecified role, B: unspecified role",3,HTT
TMEM43,0.56,"A: unspecified role, B: unspecified role",3,HTT
H4C5,0.56,"A: unspecified role, B: unspecified role",3,HTT
RASL11A,0.56,"A: unspecified role, B: unspecified role",3,HTT
ARNT2,0.56,"A: unspecified role, B: unspecified role",9,HTT
NAPA,0.56,"A: unspecified role, B: unspecified role",3,HTT
ATG4C,0.56,"A: unspecified role, B: unspecified role",15,HTT
TERF2,0.56,"A: unspecified role, B: unspecified role",15,HTT
CBS,0.56,"A: unspecified role, B: unspecified role",12,HTT
RTN1,0.56,"A: unspecified role, B: unspecified role",9,HTT
CAMK1,0.56,"A: unspecified role, B: unspecified role",3,HTT
CNOT10,0.56,"A: unspecified role, B: unspecified role",3,HTT
STAR,0.56,"A: unspecified role, B: unspecified role",3,HTT
GCA,0.56,"A: unspecified role, B: unspecified role",3,HTT
TRIM21,0.56,"A: unspecified role, B: unspecified role",21,HTT
MPND,0.56,"A: unspecified role, B: unspecified role",3,HTT
HDAC6,0.56,"A: unspecified role, B: unspecified role",9,HTT
RCAN3,0.56,"A: unspecified role, B: unspecified role",18,HTT
PES1,0.56,"A: unspecified role, B: unspecified role",3,HTT
AKT1,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF444,0.56,"A: unspecified role, B: unspecified role",9,HTT
HNRNPK,0.56,"A: unspecified role, B: unspecified role",12,HTT
KLF3,0.56,"A: unspecified role, B: unspecified role",6,HTT
BEX3,0.56,"A: unspecified role, B: unspecified role",6,HTT
LYG1,0.56,"A: unspecified role, B: unspecified role",3,HTT
PUF60,0.56,"A: unspecified role, B: unspecified role",9,HTT
SLC1A2,0.56,"A: unspecified role, B: unspecified role",12,HTT
TRIP6,0.56,"A: unspecified role, B: unspecified role",3,HTT
PPP2R5E,0.56,"A: unspecified role, B: unspecified role",15,HTT
NLRP1,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF497,0.56,"A: unspecified role, B: unspecified role",9,HTT
KRTAP9-2,0.56,"A: unspecified role, B: unspecified role",9,HTT
MNAT1,0.56,"A: unspecified role, B: unspecified role",9,HTT
H4C13,0.56,"A: unspecified role, B: unspecified role",3,HTT
PBX4,0.56,"A: unspecified role, B: unspecified role",3,HTT
MCRS1,0.56,"A: unspecified role, B: unspecified role",3,HTT
IL16,0.56,"A: unspecified role, B: unspecified role",15,HTT
AAMDC,0.56,"A: unspecified role, B: unspecified role",3,HTT
NCLN,0.56,"A: unspecified role, B: unspecified role",9,HTT
NDUFB10,0.56,"A: unspecified role, B: unspecified role",3,HTT
UTP6,0.56,"A: unspecified role, B: unspecified role",3,HTT
FAM167A,0.56,"A: unspecified role, B: unspecified role",6,HTT
ADIPOQ,0.56,"A: unspecified role, B: unspecified role",9,HTT
TANK,0.56,"A: unspecified role, B: unspecified role",9,HTT
HADHA,0.56,"A: unspecified role, B: unspecified role",3,HTT
ACTR1B,0.56,"A: unspecified role, B: unspecified role",3,HTT
KCNAB2,0.56,"A: unspecified role, B: unspecified role",3,HTT
SF3A3,0.56,"A: unspecified role, B: unspecified role",3,HTT
TMA16,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZMYM6,0.56,"A: unspecified role, B: unspecified role",3,HTT
STRC,0.56,"A: unspecified role, B: unspecified role",6,HTT
EIF5,0.56,"A: unspecified role, B: unspecified role",3,HTT
OTOGL,0.56,"A: unspecified role, B: unspecified role",3,HTT
ABT1,0.56,"A: unspecified role, B: unspecified role",9,HTT
LDHAL6B,0.56,"A: unspecified role, B: unspecified role",18,HTT
DAPP1,0.56,"A: unspecified role, B: unspecified role",9,HTT
RAD23A,0.56,"A: unspecified role, B: unspecified role",3,HTT
TANK,0.56,"A: unspecified role, B: unspecified role",3,HTT
B7Z3E8,0.56,"A: unspecified role, B: unspecified role",6,HTT
ENTPD5,0.56,"A: unspecified role, B: unspecified role",3,HTT
EPS8L1,0.56,"A: unspecified role, B: unspecified role",3,HTT
F8A2,0.56,"A: unspecified role, B: unspecified role",3,HTT
TBP,0.56,"A: unspecified role, B: unspecified role",9,HTT
CHMP1A,0.56,"A: unspecified role, B: unspecified role",12,HTT
SPANXC,0.56,"A: unspecified role, B: unspecified role",3,HTT
CABCOCO1,0.56,"A: unspecified role, B: unspecified role",3,HTT
FOXR1,0.56,"A: unspecified role, B: unspecified role",12,HTT
ACTB,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZKSCAN3,0.56,"A: unspecified role, B: unspecified role",3,HTT
TPI1,0.56,"A: unspecified role, B: unspecified role",6,HTT
USP24,0.56,"A: unspecified role, B: unspecified role",21,HTT
CAMKK1,0.56,"A: unspecified role, B: unspecified role",9,HTT
PRKACA,0.56,"A: unspecified role, B: unspecified role",3,HTT
HSPA2,0.56,"A: unspecified role, B: unspecified role",3,HTT
RPS12,0.56,"A: unspecified role, B: unspecified role",3,HTT
NXT2,0.56,"A: unspecified role, B: unspecified role",15,HTT
SNX12,0.56,"A: unspecified role, B: unspecified role",3,HTT
AHDC1,0.56,"A: unspecified role, B: unspecified role",12,HTT
A8K878,0.56,"A: unspecified role, B: unspecified role",21,HTT
EDRF1,0.56,"A: unspecified role, B: unspecified role",18,HTT
TMEM115,0.56,"A: unspecified role, B: unspecified role",3,HTT
SMARCB1,0.56,"A: unspecified role, B: unspecified role",9,HTT
DLX3,0.56,"A: unspecified role, B: unspecified role",3,HTT
PRUNE2,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF286A,0.56,"A: unspecified role, B: unspecified role",9,HTT
PPARD,0.56,"A: unspecified role, B: unspecified role",3,HTT
NDUFS1,0.56,"A: unspecified role, B: unspecified role",6,HTT
TASOR2,0.56,"A: unspecified role, B: unspecified role",12,HTT
CSTPP1,0.56,"A: unspecified role, B: unspecified role",6,HTT
MED28,0.56,"A: unspecified role, B: unspecified role",9,HTT
DES,0.56,"A: unspecified role, B: unspecified role",9,HTT
TMEM47,0.56,"A: unspecified role, B: unspecified role",3,HTT
TRAF2,0.56,"A: unspecified role, B: unspecified role",3,HTT
ARMCX5,0.56,"A: unspecified role, B: unspecified role",6,HTT
RPL27,0.56,"A: unspecified role, B: unspecified role",6,HTT
RNF111,0.56,"A: unspecified role, B: unspecified role",18,HTT
TOMM22,0.56,"A: unspecified role, B: unspecified role",6,HTT
GPM6A,0.56,"A: unspecified role, B: unspecified role",3,HTT
SERTAD1,0.56,"A: unspecified role, B: unspecified role",3,HTT
HNRNPC,0.56,"A: unspecified role, B: unspecified role",9,HTT
BBLN,0.56,"A: unspecified role, B: unspecified role",6,HTT
CCIN,0.56,"A: unspecified role, B: unspecified role",3,HTT
A4FUJ8,0.56,"A: unspecified role, B: unspecified role",15,HTT
MMUT,0.56,"A: unspecified role, B: unspecified role",12,HTT
ZBTB24,0.56,"A: unspecified role, B: unspecified role",9,HTT
NHP2,0.56,"A: unspecified role, B: unspecified role",3,HTT
LHX6,0.56,"A: unspecified role, B: unspecified role",12,HTT
SEC13,0.56,"A: unspecified role, B: unspecified role",15,HTT
F8A1,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF697,0.56,"A: unspecified role, B: unspecified role",3,HTT
TMEM106B,0.56,"A: unspecified role, B: unspecified role",3,HTT
TNIP3,0.56,"A: unspecified role, B: unspecified role",9,HTT
CDS2,0.56,"A: unspecified role, B: unspecified role",9,HTT
RBM5,0.56,"A: unspecified role, B: unspecified role",6,HTT
PIK3CA,0.56,"A: unspecified role, B: unspecified role",3,HTT
HK3,0.56,"A: unspecified role, B: unspecified role",3,HTT
RUSC1-AS1,0.56,"A: unspecified role, B: unspecified role",6,HTT
TTC23,0.56,"A: unspecified role, B: unspecified role",18,HTT
ASCL4,0.56,"A: unspecified role, B: unspecified role",6,HTT
MALSU1,0.56,"A: unspecified role, B: unspecified role",6,HTT
PALMD,0.56,"A: unspecified role, B: unspecified role",6,HTT
RPS15A,0.56,"A: unspecified role, B: unspecified role",3,HTT
MGARP,0.56,"A: unspecified role, B: unspecified role",21,HTT
KNSTRN,0.56,"A: unspecified role, B: unspecified role",3,HTT
FASTKD1,0.56,"A: unspecified role, B: unspecified role",9,HTT
LUC7L2,0.56,"A: unspecified role, B: unspecified role",9,HTT
HIRIP3,0.56,"A: unspecified role, B: unspecified role",6,HTT
MAP3K5,0.56,"A: unspecified role, B: unspecified role",6,HTT
SOX7,0.56,"A: unspecified role, B: unspecified role",15,HTT
UBQLN2,0.56,"A: unspecified role, B: unspecified role",12,HTT
RPL15,0.56,"A: unspecified role, B: unspecified role",3,HTT
NACAD,0.56,"A: unspecified role, B: unspecified role",15,HTT
H4C4,0.56,"A: unspecified role, B: unspecified role",3,HTT
NPTN,0.56,"A: unspecified role, B: unspecified role",6,HTT
PSMB3,0.56,"A: unspecified role, B: unspecified role",3,HTT
RPS19,0.56,"A: unspecified role, B: unspecified role",3,HTT
OPTN,0.56,"A: unspecified role, B: unspecified role",18,HTT
Q53TL4,0.56,"A: unspecified role, B: unspecified role",3,HTT
KLHL20,0.56,"A: unspecified role, B: unspecified role",9,HTT
SSU72,0.56,"A: unspecified role, B: unspecified role",3,HTT
RPL19,0.56,"A: unspecified role, B: unspecified role",6,HTT
TADA2B,0.56,"A: unspecified role, B: unspecified role",3,HTT
LDHB,0.56,"A: unspecified role, B: unspecified role",9,HTT
YY1AP1,0.56,"A: unspecified role, B: unspecified role",3,HTT
ESRP1,0.56,"A: unspecified role, B: unspecified role",6,HTT
LHX5,0.56,"A: unspecified role, B: unspecified role",15,HTT
KRT33B,0.56,"A: unspecified role, B: unspecified role",12,HTT
DDX39A,0.56,"A: unspecified role, B: unspecified role",3,HTT
HDAC10,0.56,"A: unspecified role, B: unspecified role",21,HTT
G2E3,0.56,"A: unspecified role, B: unspecified role",6,HTT
CCNG1,0.56,"A: unspecified role, B: unspecified role",3,HTT
CRK,0.56,"A: unspecified role, B: unspecified role",3,HTT
RIMKLA,0.56,"A: unspecified role, B: unspecified role",3,HTT
SRRT,0.56,"A: unspecified role, B: unspecified role",6,HTT
RBPMS,0.56,"A: unspecified role, B: unspecified role",3,HTT
SNX33,0.56,"A: unspecified role, B: unspecified role",6,HTT
SASS6,0.56,"A: unspecified role, B: unspecified role",15,HTT
DPAGT1,0.56,"A: unspecified role, B: unspecified role",3,HTT
AK3,0.56,"A: unspecified role, B: unspecified role",9,HTT
KCNMB2,0.56,"A: unspecified role, B: unspecified role",3,HTT
SEPTIN7,0.56,"A: unspecified role, B: unspecified role",9,HTT
SSB,0.56,"A: unspecified role, B: unspecified role",3,HTT
SREBF1,0.56,"A: unspecified role, B: unspecified role",3,HTT
KCTD15,0.56,"A: unspecified role, B: unspecified role",6,HTT
ARCN1,0.56,"A: unspecified role, B: unspecified role",3,HTT
DELE1,0.56,"A: unspecified role, B: unspecified role",18,HTT
YIF1A,0.56,"A: unspecified role, B: unspecified role",12,HTT
TCP1,0.56,"A: unspecified role, B: unspecified role",3,HTT
H4C9,0.56,"A: unspecified role, B: unspecified role",3,HTT
PRPF40A,0.56,"A: unspecified role, B: unspecified role",9,HTT
VIL1,0.56,"A: unspecified role, B: unspecified role",3,HTT
SCRN1,0.56,"A: unspecified role, B: unspecified role",3,HTT
SP6,0.56,"A: unspecified role, B: unspecified role",3,HTT
PIK3R1,0.56,"A: unspecified role, B: unspecified role",18,HTT
C7orf31,0.56,"A: unspecified role, B: unspecified role",3,HTT
CLRN3,0.56,"A: unspecified role, B: unspecified role",9,HTT
Q96IQ6,0.56,"A: unspecified role, B: unspecified role",6,HTT
CCDC9,0.56,"A: unspecified role, B: unspecified role",3,HTT
CDC5L,0.56,"A: unspecified role, B: unspecified role",3,HTT
H3-5,0.56,"A: unspecified role, B: unspecified role",15,HTT
NEK8,0.56,"A: unspecified role, B: unspecified role",3,HTT
VAT1L,0.56,"A: unspecified role, B: unspecified role",3,HTT
PPP1R16B,0.56,"A: unspecified role, B: unspecified role",3,HTT
CREB1,0.56,"A: unspecified role, B: unspecified role",3,HTT
NSMF,0.56,"A: unspecified role, B: unspecified role",6,HTT
METTL27,0.56,"A: unspecified role, B: unspecified role",9,HTT
PAK5,0.56,"A: unspecified role, B: unspecified role",3,HTT
FANCF,0.56,"A: unspecified role, B: unspecified role",3,HTT
CEP70,0.56,"A: unspecified role, B: unspecified role",6,HTT
ASIC4,0.56,"A: unspecified role, B: unspecified role",3,HTT
CCT5,0.56,"A: unspecified role, B: unspecified role",3,HTT
KMO,0.56,"A: unspecified role, B: unspecified role",3,HTT
STUB1,0.56,"A: unspecified role, B: unspecified role",12,HTT
BRK1,0.56,"A: unspecified role, B: unspecified role",6,HTT
TFG,0.56,"A: unspecified role, B: unspecified role",3,HTT
RBM11,0.56,"A: unspecified role, B: unspecified role",9,HTT
CAPN10,0.56,"A: unspecified role, B: unspecified role",12,HTT
LINC00518,0.56,"A: unspecified role, B: unspecified role",6,HTT
PTGDS,0.56,"A: unspecified role, B: unspecified role",3,HTT
CASP1,0.56,"A: unspecified role, B: unspecified role",3,HTT
SNAP25,0.56,"A: unspecified role, B: unspecified role",9,HTT
SLC25A11,0.56,"A: unspecified role, B: unspecified role",6,HTT
TUBGCP4,0.56,"A: unspecified role, B: unspecified role",6,HTT
ALDH1L2,0.56,"A: unspecified role, B: unspecified role",3,HTT
LSM8,0.56,"A: unspecified role, B: unspecified role",15,HTT
C1QTNF3,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF138,0.56,"A: unspecified role, B: unspecified role",9,HTT
SETDB1,0.56,"A: unspecified role, B: unspecified role",15,HTT
RPL18,0.56,"A: unspecified role, B: unspecified role",12,HTT
GTPBP4,0.56,"A: unspecified role, B: unspecified role",3,HTT
MRPL13,0.56,"A: unspecified role, B: unspecified role",3,HTT
NEBL,0.56,"A: unspecified role, B: unspecified role",18,HTT
PINK1,0.56,"A: unspecified role, B: unspecified role",9,HTT
IFT20,0.56,"A: unspecified role, B: unspecified role",18,HTT
CLEC11A,0.56,"A: unspecified role, B: unspecified role",12,HTT
Q86V28,0.56,"A: unspecified role, B: unspecified role",6,HTT
KAT5,0.56,"A: unspecified role, B: unspecified role",15,HTT
CCDC7,0.56,"A: unspecified role, B: unspecified role",18,HTT
PDLIM5,0.56,"A: unspecified role, B: unspecified role",9,HTT
CBX1,0.56,"A: unspecified role, B: unspecified role",15,HTT
LIN28A,0.56,"A: unspecified role, B: unspecified role",18,HTT
ASPH,0.56,"A: unspecified role, B: unspecified role",3,HTT
TTC19,0.56,"A: unspecified role, B: unspecified role",3,HTT
NGEF,0.56,"A: unspecified role, B: unspecified role",3,HTT
H3C15,0.56,"A: unspecified role, B: unspecified role",18,HTT
MED15,0.56,"A: unspecified role, B: unspecified role",6,HTT
RNF38,0.56,"A: unspecified role, B: unspecified role",21,HTT
HAUS7,0.56,"A: unspecified role, B: unspecified role",18,HTT
SYT6,0.56,"A: unspecified role, B: unspecified role",3,HTT
PLA2G4C,0.56,"A: unspecified role, B: unspecified role",12,HTT
PFDN5,0.56,"A: unspecified role, B: unspecified role",3,HTT
DLST,0.56,"A: unspecified role, B: unspecified role",3,HTT
AGK,0.56,"A: unspecified role, B: unspecified role",12,HTT
PIWIL1,0.56,"A: unspecified role, B: unspecified role",3,HTT
H4C3,0.56,"A: unspecified role, B: unspecified role",3,HTT
TTC1,0.56,"A: unspecified role, B: unspecified role",9,HTT
RINT1,0.56,"A: unspecified role, B: unspecified role",3,HTT
PLEKHG7,0.56,"A: unspecified role, B: unspecified role",12,HTT
BBX,0.56,"A: unspecified role, B: unspecified role",6,HTT
TEX55,0.56,"A: unspecified role, B: unspecified role",3,HTT
SMARCC2,0.56,"A: unspecified role, B: unspecified role",3,HTT
DCTN4,0.56,"A: unspecified role, B: unspecified role",3,HTT
NFKB1,0.56,"A: unspecified role, B: unspecified role",3,HTT
LONRF2,0.56,"A: unspecified role, B: unspecified role",3,HTT
SAMD4A,0.56,"A: unspecified role, B: unspecified role",3,HTT
TEAD1,0.56,"A: unspecified role, B: unspecified role",18,HTT
SMARCD1,0.56,"A: unspecified role, B: unspecified role",12,HTT
H3C14,0.56,"A: unspecified role, B: unspecified role",18,HTT
TIMM8A,0.56,"A: unspecified role, B: unspecified role",15,HTT
PDE1A,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF302,0.56,"A: unspecified role, B: unspecified role",3,HTT
TRIM35,0.56,"A: unspecified role, B: unspecified role",9,HTT
EEF1A2,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZDHHC19,0.56,"A: unspecified role, B: unspecified role",3,HTT
LNX1,0.56,"A: unspecified role, B: unspecified role",6,HTT
TXN2,0.56,"A: unspecified role, B: unspecified role",3,HTT
FSBP,0.56,"A: unspecified role, B: unspecified role",3,HTT
SYT3,0.56,"A: unspecified role, B: unspecified role",12,HTT
CLPP,0.56,"A: unspecified role, B: unspecified role",6,HTT
GIMAP2,0.56,"A: unspecified role, B: unspecified role",6,HTT
VPS37A,0.56,"A: unspecified role, B: unspecified role",6,HTT
DPYSL5,0.56,"A: unspecified role, B: unspecified role",9,HTT
SULT4A1,0.56,"A: unspecified role, B: unspecified role",15,HTT
SPRED2,0.56,"A: unspecified role, B: unspecified role",6,HTT
BAIAP2,0.56,"A: unspecified role, B: unspecified role",18,HTT
SHLD1,0.56,"A: unspecified role, B: unspecified role",3,HTT
NOD1,0.56,"A: unspecified role, B: unspecified role",9,HTT
SYMPK,0.56,"A: unspecified role, B: unspecified role",3,HTT
UBE2I,0.56,"A: unspecified role, B: unspecified role",3,HTT
SCAPER,0.56,"A: unspecified role, B: unspecified role",6,HTT
H4C8,0.56,"A: unspecified role, B: unspecified role",3,HTT
GSK3A,0.56,"A: unspecified role, B: unspecified role",6,HTT
DNM2,0.56,"A: unspecified role, B: unspecified role",6,HTT
PATZ1,0.56,"A: unspecified role, B: unspecified role",3,HTT
ATL1,0.56,"A: unspecified role, B: unspecified role",18,HTT
COG8,0.56,"A: unspecified role, B: unspecified role",12,HTT
FAM111B,0.56,"A: unspecified role, B: unspecified role",12,HTT
NAP1L2,0.56,"A: unspecified role, B: unspecified role",3,HTT
CRYAA,0.56,"A: unspecified role, B: unspecified role",3,HTT
IGFBP4,0.56,"A: unspecified role, B: unspecified role",6,HTT
KIAA1217,0.56,"A: unspecified role, B: unspecified role",3,HTT
FAM76B,0.56,"A: unspecified role, B: unspecified role",6,HTT
LPIN1,0.56,"A: unspecified role, B: unspecified role",12,HTT
PSMD3,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF57,0.56,"A: unspecified role, B: unspecified role",15,HTT
CUL3,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZNF829,0.56,"A: unspecified role, B: unspecified role",6,HTT
SUMO1,0.56,"A: unspecified role, B: unspecified role",3,HTT
DNAJB4,0.56,"A: unspecified role, B: unspecified role",3,HTT
FBH1,0.56,"A: unspecified role, B: unspecified role",6,HTT
KIAA0040,0.56,"A: unspecified role, B: unspecified role",3,HTT
RBFOX2,0.56,"A: unspecified role, B: unspecified role",3,HTT
SAMD3,0.56,"A: unspecified role, B: unspecified role",3,HTT
XAB2,0.56,"A: unspecified role, B: unspecified role",3,HTT
GPR141,0.56,"A: unspecified role, B: unspecified role",3,HTT
MICAL2,0.56,"A: unspecified role, B: unspecified role",3,HTT
DDX20,0.56,"A: unspecified role, B: unspecified role",6,HTT
REXO4,0.56,"A: unspecified role, B: unspecified role",3,HTT
CENPS,0.56,"A: unspecified role, B: unspecified role",3,HTT
NME5,0.56,"A: unspecified role, B: unspecified role",6,HTT
OPCML,0.56,"A: unspecified role, B: unspecified role",3,HTT
RPL22,0.56,"A: unspecified role, B: unspecified role",3,HTT
SRRT,0.56,"A: unspecified role, B: unspecified role",3,HTT
UBC,0.56,"A: unspecified role, B: unspecified role",3,HTT
IPO5,0.56,"A: unspecified role, B: unspecified role",3,HTT
LARP4B,0.56,"A: unspecified role, B: unspecified role",3,HTT
ZBP1,0.56,"A: unspecified role, B: unspecified role",6,HTT
SYMPK,0.56,"A: unspecified role, B: unspecified role",9,HTT
PDPK1,0.56,"A: unspecified role, B: unspecified role",6,HTT
LRRFIP1,0.56,"A: unspecified role, B: unspecified role",3,HTT
C1D,0.56,"A: unspecified role, B: unspecified role",6,HTT
SCFD1,0.56,"A: unspecified role, B: unspecified role",3,HTT
H4C11,0.56,"A: unspecified role, B: unspecified role",3,HTT
SAP30,0.56,"A: unspecified role, B: unspecified role",3,HTT
PELO,0.56,"A: unspecified role, B: unspecified role",12,HTT
C7orf50,0.56,"A: unspecified role, B: unspecified role",6,HTT
UBE2D4,0.56,"A: unspecified role, B: unspecified role",3,HTT
TAGLN2,0.56,"A: unspecified role, B: unspecified role",3,HTT
EMILIN1,0.56,"A: unspecified role, B: unspecified role",3,HTT
GPX7,0.56,"A: unspecified role, B: unspecified role",3,HTT
SCLT1,0.56,"A: unspecified role, B: unspecified role",3,HTT
PSMC3,0.56,"A: unspecified role, B: unspecified role",6,HTT
SIK3,0.56,"A: unspecified role, B: unspecified role",3,HTT
